Match ID,Map,Player,K,D,+/-,Ults,FK Diff,Rating,Hero-Ratings,Show K-D(U)
2668,Horizon Lunar Colony,Los Angeles Gladiators,Surefour,Fissure,Shaz,Hydration,Void,BigG00se
2668,Lijiang Tower,Shanghai Dragons,Diya,Freefeel,Geguri,Ado,Altering,Fearless
2668,Lijiang Tower,Los Angeles Gladiators,Surefour,Fissure,Shaz,Hydration,Bischu,BigG00se,Void
2668,Watchpoint: Gibraltar,Shanghai Dragons,Diya,Freefeel,Geguri,Ado,Altering,Fearless
2667,Dorado,Houston Outlaws,coolmatt,Rawkus,LiNkzr,JAKE,Muma,Bani
2667,Blizzard World,Los Angeles Valiant,Custa,Agilities,SoOn,Kariv,Space,FaTe
2667,Blizzard World,Houston Outlaws,coolmatt,Rawkus,LiNkzr,JAKE,Muma,Bani
2667,Hanamura,Los Angeles Valiant,Custa,Agilities,SoOn,Kariv,Space,FaTe
2667,Hanamura,Houston Outlaws,coolmatt,Rawkus,LiNkzr,JAKE,Muma,Bani
2667,Oasis,Los Angeles Valiant,Custa,Agilities,SoOn,Kariv,Space,FaTe
2667,Oasis,Houston Outlaws,ArHaN,coolmatt,Rawkus,LiNkzr,Muma,Bani
2667,Dorado,Los Angeles Valiant,Custa,Agilities,SoOn,Kariv,Space,FaTe
2666,Dorado,New York Excelsior,MekO,Saebyeolbe,janus,Libero,ANAMO,JJoNak
2666,King's Row,San Francisco Shock,sinatraa,babybay,super,Sleepy,Moth,ChoiHyoBin
2666,King's Row,New York Excelsior,MekO,Saebyeolbe,Libero,Mano,ANAMO,JJoNak
2666,Hanamura,San Francisco Shock,sinatraa,babybay,super,Sleepy,Moth,ChoiHyoBin
2666,Hanamura,New York Excelsior,MekO,janus,Pine,Libero,ANAMO,JJoNak
2666,Oasis,San Francisco Shock,sinatraa,babybay,super,Sleepy,Moth,ChoiHyoBin
2666,Oasis,New York Excelsior,MekO,Saebyeolbe,Libero,Mano,ANAMO,JJoNak
2666,Dorado,San Francisco Shock,sinatraa,babybay,super,Sleepy,Moth,ChoiHyoBin
2665,Nepal,London Spitfire,Birdring,Closer,Fury,Gesture,Profit,Bdosin
2665,Blizzard World,Los Angeles Gladiators,Surefour,Fissure,Shaz,Hydration,Void,BigG00se
2665,Blizzard World,London Spitfire,Birdring,Closer,Fury,Gesture,Profit,Bdosin
2665,Horizon Lunar Colony,Los Angeles Gladiators,Surefour,Fissure,Shaz,Hydration,Bischu,BigG00se
2665,Horizon Lunar Colony,London Spitfire,Birdring,Closer,Fury,Gesture,Profit,Bdosin
2665,Oasis,Los Angeles Gladiators,Surefour,Fissure,Shaz,Hydration,Void,BigG00se
2665,Oasis,London Spitfire,Birdring,Closer,Fury,Gesture,Profit,Bdosin
2665,Watchpoint: Gibraltar,Los Angeles Gladiators,Surefour,Fissure,Shaz,Hydration,Bischu,BigG00se
2665,Watchpoint: Gibraltar,London Spitfire,Birdring,Closer,Fury,Gesture,Profit,Bdosin
2665,Nepal,Los Angeles Gladiators,Surefour,Fissure,Shaz,Hydration,Void,BigG00se
2664,Nepal,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2664,King's Row,Seoul Dynasty,zunba,ryujehong,Gambler,KuKi,munchkin,Fleta
2664,King's Row,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2664,Hanamura,Seoul Dynasty,zunba,ryujehong,tobi,KuKi,munchkin,Fleta
2664,Hanamura,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2664,Oasis,Seoul Dynasty,zunba,ryujehong,Gambler,KuKi,munchkin,Fleta
2664,Oasis,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2664,Dorado,Seoul Dynasty,zunba,ryujehong,Gambler,KuKi,munchkin,Fleta
2664,Dorado,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2664,Nepal,Seoul Dynasty,zunba,ryujehong,tobi,KuKi,munchkin,Fleta
2663,Dorado,Florida Mayhem,TviQ,Manneten,Zebbosai,Zuppeh,Logix,SNT
2663,Blizzard World,Dallas Fuel,Seagull,uNKOE,Taimou,HarryHook,Mickie,OGe
2663,Blizzard World,Florida Mayhem,TviQ,Manneten,Zebbosai,Zuppeh,Logix,SNT
2663,Horizon Lunar Colony,Dallas Fuel,Seagull,uNKOE,Taimou,HarryHook,Mickie,OGe
2663,Horizon Lunar Colony,Florida Mayhem,TviQ,Manneten,Zebbosai,Zuppeh,SNT,sayaplayer
2663,Lijiang Tower,Dallas Fuel,Seagull,aKm,uNKOE,HarryHook,Mickie,OGe
2663,Lijiang Tower,Florida Mayhem,TviQ,Manneten,Zebbosai,Zuppeh,SNT,sayaplayer
2663,Dorado,Dallas Fuel,Seagull,aKm,uNKOE,HarryHook,Mickie,OGe
2662,Dorado,Boston Uprising,Gamsu,Striker,Kellex,NotE,Mistakes,Aimgod
2662,Blizzard World,Shanghai Dragons,Diya,Freefeel,Geguri,Ado,Altering,Fearless
2662,Blizzard World,Boston Uprising,Gamsu,Striker,Kellex,NotE,Mistakes,Aimgod
2662,Hanamura,Shanghai Dragons,Diya,Freefeel,Geguri,Ado,Altering,Fearless
2662,Hanamura,Boston Uprising,Gamsu,Striker,Kellex,NotE,Mistakes,Aimgod
2662,Oasis,Shanghai Dragons,Diya,Freefeel,Geguri,Ado,Altering,Fearless
2662,Oasis,Boston Uprising,Gamsu,Striker,Kellex,NotE,Mistakes,Aimgod
2662,Dorado,Shanghai Dragons,Diya,Freefeel,Geguri,Ado,Altering,Fearless
2661,Watchpoint: Gibraltar,San Francisco Shock,sinatraa,babybay,super,Sleepy,Moth,ChoiHyoBin
2661,King's Row,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2661,King's Row,San Francisco Shock,sinatraa,super,Sleepy,Moth,ChoiHyoBin,Architect
2661,Horizon Lunar Colony,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
